,link,id,locality,country,construction_year,Number_of_frontages,province,zip_code,price,property_type,subproperty_type,bedroom_count,total_area_m2,equipped_kitchen,furnished,open_fire,terrace_sqm,terrace,garden_sqm,garden,floodZoneType,surface_land,swimming_pool,state_building,epc,primaryEnergyConsumptionPerSqm,heating_Type,Double_Glazing,cadastral_income,latitude,longitude,public_sales,notary_sales
1069,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10230621,10230621,Namur,Belgium,,2.0,Namur,5000,281000,APARTMENT,APARTMENT,2.0,100.0,INSTALLED,0,0,25.0,1,0,0,1,,0,AS_NEW,B,86.0,GAS,1,0,,,,
1070,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10230620,10230620,Namur,Belgium,,2.0,Namur,5000,286000,APARTMENT,APARTMENT,2.0,105.0,INSTALLED,0,0,20.0,1,0,0,1,,0,AS_NEW,B,86.0,GAS,1,0,,,,
1071,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10230649,10230649,Namur,Belgium,2024.0,2.0,Namur,5000,286000,APARTMENT,APARTMENT,2.0,96.0,INSTALLED,0,0,13.0,1,0,0,1,,0,,B,86.0,GAS,1,0,,,,
1072,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10230618,10230618,Namur,Belgium,,2.0,Namur,5000,307000,APARTMENT,APARTMENT,3.0,116.0,INSTALLED,0,0,22.0,1,0,0,1,,0,AS_NEW,B,86.0,GAS,1,0,,,,
1073,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10230650,10230650,Namur,Belgium,2024.0,2.0,Namur,5000,317000,APARTMENT,APARTMENT,3.0,108.0,INSTALLED,0,0,32.0,1,0,0,1,,0,,B,86.0,GAS,1,0,,,,
1074,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10230625,10230625,Namur,Belgium,,2.0,Namur,5000,317000,APARTMENT,APARTMENT,3.0,118.0,INSTALLED,0,0,15.0,1,0,0,1,,0,,A,84.0,GAS,1,0,,,,
1075,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10230624,10230624,Namur,Belgium,,2.0,Namur,5000,322000,APARTMENT,APARTMENT,3.0,123.0,INSTALLED,0,0,13.0,1,0,0,1,,0,,A,84.0,GAS,1,0,,,,
1076,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10230634,10230634,Namur,Belgium,2024.0,2.0,Namur,5000,322000,APARTMENT,APARTMENT,3.0,118.0,INSTALLED,0,0,15.0,1,0,0,1,,0,,A,84.0,GAS,1,0,,,,
1077,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10230633,10230633,Namur,Belgium,2024.0,2.0,Namur,5000,328000,APARTMENT,APARTMENT,3.0,123.0,INSTALLED,0,0,13.0,1,0,0,1,,0,,A,84.0,GAS,1,0,,,,
1078,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10230643,10230643,Namur,Belgium,2024.0,2.0,Namur,5000,328000,APARTMENT,APARTMENT,3.0,118.0,INSTALLED,0,0,15.0,1,0,0,1,,0,,A,84.0,GAS,1,0,,,,
1079,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10230642,10230642,Namur,Belgium,2024.0,2.0,Namur,5000,333000,APARTMENT,APARTMENT,3.0,123.0,INSTALLED,0,0,13.0,1,0,0,1,,0,,A,84.0,GAS,1,0,,,,
1080,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10230648,10230648,Namur,Belgium,2024.0,2.0,Namur,5000,380000,APARTMENT,APARTMENT,3.0,136.0,INSTALLED,0,0,52.0,1,0,0,1,,0,,B,86.0,GAS,1,0,50.444794,4.8748932,,
1081,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11279575,11279575,Namur,Belgium,2011.0,2.0,Namur,5000,345000,APARTMENT,APARTMENT,2.0,104.0,USA_INSTALLED,0,0,6.0,1,0,0,0,,0,,A,82.0,GAS,1,1600,50.464531,4.862802,,
1082,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11281945,11281945,Namur,Belgium,,,Namur,5000,318487,APARTMENT,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,AS_NEW,A,46.0,,0,0,50.4663683,4.8714176,,
1083,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11281944,11281944,Namur,Belgium,,,Namur,5000,336375,APARTMENT,APARTMENT,2.0,99.0,,0,0,3.0,1,0,0,1,,0,AS_NEW,A,53.0,,0,0,50.4663683,4.8714176,,
1084,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11160697,11160697,Namur,Belgium,2025.0,4.0,Namur,5000,260000,APARTMENT,APARTMENT,2.0,81.0,INSTALLED,0,0,10.0,1,0,0,1,,0,,A,80.0,,0,1,50.467246,4.8539814,,
1085,https://www.immoweb.be/en/classified/house/for-sale/namur/5000/11284436,11284436,Namur,Belgium,1953.0,2.0,Namur,5000,240000,HOUSE,HOUSE,2.0,100.0,SEMI_EQUIPPED,0,0,15.0,1,30,1,0,103.0,0,,D,263.0,GAS,1,956,50.4605332,4.8383188,,
1086,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10894010,10894010,Namur,Belgium,2022.0,,Namur,5000,239000,APARTMENT,APARTMENT,2.0,86.0,USA_HYPER_EQUIPPED,0,0,5.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1087,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10894009,10894009,Namur,Belgium,2022.0,2.0,Namur,5000,307000,APARTMENT,APARTMENT,3.0,103.0,USA_HYPER_EQUIPPED,0,0,6.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1088,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119496,11119496,Namur,Belgium,2026.0,4.0,Namur,5000,173000,APARTMENT,APARTMENT,1.0,44.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1089,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119497,11119497,Namur,Belgium,2026.0,4.0,Namur,5000,177000,APARTMENT,APARTMENT,1.0,47.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1090,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119515,11119515,Namur,Belgium,2026.0,4.0,Namur,5000,183000,APARTMENT,APARTMENT,1.0,44.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1091,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119514,11119514,Namur,Belgium,2026.0,4.0,Namur,5000,185000,APARTMENT,APARTMENT,1.0,46.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1092,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119516,11119516,Namur,Belgium,2026.0,4.0,Namur,5000,187000,APARTMENT,APARTMENT,1.0,47.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1093,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119532,11119532,Namur,Belgium,2026.0,4.0,Namur,5000,193000,APARTMENT,APARTMENT,1.0,44.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1094,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119531,11119531,Namur,Belgium,2026.0,4.0,Namur,5000,195000,APARTMENT,APARTMENT,1.0,46.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1095,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119533,11119533,Namur,Belgium,2026.0,4.0,Namur,5000,197000,APARTMENT,APARTMENT,1.0,47.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1096,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119509,11119509,Namur,Belgium,2026.0,4.0,Namur,5000,200000,APARTMENT,APARTMENT,1.0,52.0,USA_INSTALLED,0,0,8.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1097,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119526,11119526,Namur,Belgium,2026.0,4.0,Namur,5000,210000,APARTMENT,APARTMENT,1.0,59.0,USA_INSTALLED,0,0,8.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1098,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119527,11119527,Namur,Belgium,2026.0,4.0,Namur,5000,210000,APARTMENT,APARTMENT,1.0,51.0,USA_INSTALLED,0,0,6.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1099,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119542,11119542,Namur,Belgium,2026.0,4.0,Namur,5000,220000,APARTMENT,APARTMENT,1.0,51.0,USA_INSTALLED,0,0,5.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1100,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119543,11119543,Namur,Belgium,2026.0,4.0,Namur,5000,220000,APARTMENT,APARTMENT,1.0,51.0,USA_INSTALLED,0,0,6.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1101,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119544,11119544,Namur,Belgium,2026.0,4.0,Namur,5000,220000,APARTMENT,APARTMENT,1.0,52.0,USA_INSTALLED,0,0,6.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1102,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119558,11119558,Namur,Belgium,2026.0,4.0,Namur,5000,230000,APARTMENT,APARTMENT,1.0,51.0,USA_INSTALLED,0,0,5.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1103,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119559,11119559,Namur,Belgium,2026.0,4.0,Namur,5000,235000,APARTMENT,APARTMENT,1.0,51.0,USA_INSTALLED,0,0,6.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1104,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119498,11119498,Namur,Belgium,2026.0,4.0,Namur,5000,235000,APARTMENT,APARTMENT,1.0,63.0,USA_INSTALLED,0,0,7.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1105,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119512,11119512,Namur,Belgium,2026.0,4.0,Namur,5000,240000,APARTMENT,APARTMENT,1.0,67.0,USA_INSTALLED,0,0,6.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1106,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119517,11119517,Namur,Belgium,2026.0,4.0,Namur,5000,245000,APARTMENT,APARTMENT,1.0,63.0,USA_INSTALLED,0,0,7.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1107,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119529,11119529,Namur,Belgium,2026.0,4.0,Namur,5000,250000,APARTMENT,APARTMENT,1.0,67.0,USA_INSTALLED,0,0,6.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1108,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119501,11119501,Namur,Belgium,2026.0,4.0,Namur,5000,250000,APARTMENT,APARTMENT,1.0,70.0,USA_INSTALLED,0,0,8.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1109,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119504,11119504,Namur,Belgium,2026.0,4.0,Namur,5000,250000,APARTMENT,APARTMENT,1.0,69.0,USA_INSTALLED,0,0,8.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1110,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119534,11119534,Namur,Belgium,2026.0,4.0,Namur,5000,255000,APARTMENT,APARTMENT,1.0,63.0,USA_INSTALLED,0,0,7.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1111,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119545,11119545,Namur,Belgium,2026.0,4.0,Namur,5000,260000,APARTMENT,APARTMENT,1.0,67.0,USA_INSTALLED,0,0,6.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1112,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119519,11119519,Namur,Belgium,2026.0,4.0,Namur,5000,260000,APARTMENT,APARTMENT,1.0,70.0,USA_INSTALLED,0,0,8.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1113,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119535,11119535,Namur,Belgium,2026.0,4.0,Namur,5000,275000,APARTMENT,APARTMENT,1.0,70.0,USA_INSTALLED,0,0,8.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1114,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119547,11119547,Namur,Belgium,2026.0,4.0,Namur,5000,285000,APARTMENT,APARTMENT,1.0,72.0,USA_INSTALLED,0,0,14.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1115,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119551,11119551,Namur,Belgium,2026.0,4.0,Namur,5000,285000,APARTMENT,APARTMENT,1.0,70.0,USA_INSTALLED,0,0,8.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1116,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119494,11119494,Namur,Belgium,2026.0,4.0,Namur,5000,290000,APARTMENT,APARTMENT,2.0,86.0,USA_INSTALLED,0,0,9.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1117,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119502,11119502,Namur,Belgium,2026.0,4.0,Namur,5000,295000,APARTMENT,APARTMENT,2.0,85.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1118,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119546,11119546,Namur,Belgium,2026.0,4.0,Namur,5000,295000,APARTMENT,APARTMENT,1.0,74.0,USA_INSTALLED,0,0,27.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1119,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119505,11119505,Namur,Belgium,2026.0,4.0,Namur,5000,295000,APARTMENT,APARTMENT,2.0,86.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1120,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119507,11119507,Namur,Belgium,2026.0,4.0,Namur,5000,295000,APARTMENT,APARTMENT,2.0,86.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1121,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119513,11119513,Namur,Belgium,2026.0,4.0,Namur,5000,300000,APARTMENT,APARTMENT,2.0,86.0,USA_INSTALLED,0,0,9.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1122,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119520,11119520,Namur,Belgium,2026.0,4.0,Namur,5000,305000,APARTMENT,APARTMENT,2.0,85.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1123,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119523,11119523,Namur,Belgium,2026.0,4.0,Namur,5000,305000,APARTMENT,APARTMENT,2.0,86.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1124,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119503,11119503,Namur,Belgium,2026.0,4.0,Namur,5000,305000,APARTMENT,APARTMENT,2.0,92.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1125,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119530,11119530,Namur,Belgium,2026.0,4.0,Namur,5000,310000,APARTMENT,APARTMENT,2.0,86.0,USA_INSTALLED,0,0,9.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1126,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119521,11119521,Namur,Belgium,2026.0,4.0,Namur,5000,315000,APARTMENT,APARTMENT,2.0,92.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1127,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119539,11119539,Namur,Belgium,2026.0,4.0,Namur,5000,320000,APARTMENT,APARTMENT,2.0,86.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1128,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119540,11119540,Namur,Belgium,2026.0,4.0,Namur,5000,320000,APARTMENT,APARTMENT,2.0,85.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1129,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119536,11119536,Namur,Belgium,2026.0,4.0,Namur,5000,320000,APARTMENT,APARTMENT,2.0,85.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1130,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119525,11119525,Namur,Belgium,2026.0,4.0,Namur,5000,330000,APARTMENT,APARTMENT,2.0,82.0,USA_INSTALLED,0,0,11.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1131,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119537,11119537,Namur,Belgium,2026.0,4.0,Namur,5000,330000,APARTMENT,APARTMENT,2.0,92.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1132,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119556,11119556,Namur,Belgium,2026.0,4.0,Namur,5000,330000,APARTMENT,APARTMENT,2.0,85.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1133,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119552,11119552,Namur,Belgium,2026.0,4.0,Namur,5000,335000,APARTMENT,APARTMENT,2.0,85.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1134,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119541,11119541,Namur,Belgium,2026.0,4.0,Namur,5000,340000,APARTMENT,APARTMENT,2.0,83.0,USA_INSTALLED,0,0,11.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1135,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119553,11119553,Namur,Belgium,2026.0,4.0,Namur,5000,355000,APARTMENT,APARTMENT,2.0,92.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1136,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119500,11119500,Namur,Belgium,2026.0,4.0,Namur,5000,375000,APARTMENT,APARTMENT,3.0,114.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1137,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119518,11119518,Namur,Belgium,2026.0,4.0,Namur,5000,390000,APARTMENT,APARTMENT,3.0,114.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1138,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119549,11119549,Namur,Belgium,2026.0,4.0,Namur,5000,400000,APARTMENT,APARTMENT,3.0,114.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1139,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119548,11119548,Namur,Belgium,2026.0,4.0,Namur,5000,410000,APARTMENT,APARTMENT,2.0,108.0,USA_INSTALLED,0,0,22.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1140,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11119560,11119560,Namur,Belgium,2026.0,4.0,Namur,5000,420000,APARTMENT,APARTMENT,2.0,94.0,USA_INSTALLED,0,0,43.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,,
1141,https://www.immoweb.be/en/classified/penthouse/for-sale/namur/5000/11119566,11119566,Namur,Belgium,2026.0,4.0,Namur,5000,570000,APARTMENT,PENTHOUSE,2.0,112.0,USA_INSTALLED,0,0,50.0,1,0,0,0,,0,,,,,1,0,50.4672459,4.8639064,,
1142,https://www.immoweb.be/en/classified/penthouse/for-sale/namur/5000/11119562,11119562,Namur,Belgium,2026.0,4.0,Namur,5000,570000,APARTMENT,PENTHOUSE,3.0,114.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,,,,,1,0,50.4672459,4.8639064,,
1143,https://www.immoweb.be/en/classified/penthouse/for-sale/namur/5000/11119561,11119561,Namur,Belgium,2026.0,4.0,Namur,5000,765000,APARTMENT,PENTHOUSE,3.0,132.0,USA_INSTALLED,0,0,120.0,1,0,0,0,,0,,,,,1,0,50.4672459,4.8639064,,
1144,https://www.immoweb.be/en/classified/penthouse/for-sale/namur/5000/11119564,11119564,Namur,Belgium,2026.0,4.0,Namur,5000,970000,APARTMENT,PENTHOUSE,3.0,165.0,USA_INSTALLED,0,0,99.0,1,0,0,0,,0,,,,,1,0,50.4672459,4.8639064,,
1145,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208468,11208468,Namur,Belgium,2023.0,4.0,Namur,5000,176000,APARTMENT,APARTMENT,1.0,47.0,USA_INSTALLED,0,0,24.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1146,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208507,11208507,Namur,Belgium,2023.0,4.0,Namur,5000,215636,APARTMENT,APARTMENT,1.0,47.0,USA_INSTALLED,0,0,16.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1147,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208473,11208473,Namur,Belgium,2023.0,4.0,Namur,5000,220000,APARTMENT,APARTMENT,1.0,60.0,USA_INSTALLED,0,0,13.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1148,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208501,11208501,Namur,Belgium,2023.0,4.0,Namur,5000,225731,APARTMENT,APARTMENT,1.0,63.0,USA_INSTALLED,0,0,23.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1149,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208494,11208494,Namur,Belgium,2023.0,4.0,Namur,5000,227000,APARTMENT,APARTMENT,1.0,62.0,USA_INSTALLED,0,0,15.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1150,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208511,11208511,Namur,Belgium,2023.0,4.0,Namur,5000,229000,APARTMENT,APARTMENT,1.0,62.0,USA_INSTALLED,0,0,29.0,1,42,1,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1151,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208464,11208464,Namur,Belgium,2023.0,4.0,Namur,5000,229000,APARTMENT,APARTMENT,1.0,60.0,USA_INSTALLED,0,0,26.0,1,79,1,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1152,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208477,11208477,Namur,Belgium,2023.0,4.0,Namur,5000,230000,APARTMENT,APARTMENT,1.0,58.0,USA_INSTALLED,0,0,28.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1153,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208485,11208485,Namur,Belgium,2023.0,4.0,Namur,5000,233100,APARTMENT,APARTMENT,1.0,66.0,USA_INSTALLED,0,0,16.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1154,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208445,11208445,Namur,Belgium,2023.0,4.0,Namur,5000,235000,APARTMENT,APARTMENT,1.0,62.0,USA_INSTALLED,0,0,15.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1155,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208502,11208502,Namur,Belgium,2023.0,4.0,Namur,5000,242555,APARTMENT,APARTMENT,1.0,66.0,USA_INSTALLED,0,0,11.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1156,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208500,11208500,Namur,Belgium,2023.0,4.0,Namur,5000,242555,APARTMENT,APARTMENT,1.0,61.0,USA_INSTALLED,0,0,11.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1157,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208505,11208505,Namur,Belgium,2023.0,4.0,Namur,5000,242555,APARTMENT,APARTMENT,1.0,66.0,USA_INSTALLED,0,0,11.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1158,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208478,11208478,Namur,Belgium,2023.0,4.0,Namur,5000,249000,APARTMENT,APARTMENT,1.0,68.0,USA_INSTALLED,0,0,11.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1159,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208509,11208509,Namur,Belgium,2023.0,4.0,Namur,5000,250967,APARTMENT,APARTMENT,1.0,75.0,USA_INSTALLED,0,0,11.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1160,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208503,11208503,Namur,Belgium,2023.0,4.0,Namur,5000,259380,APARTMENT,APARTMENT,1.0,66.0,USA_INSTALLED,0,0,23.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1161,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208504,11208504,Namur,Belgium,2023.0,4.0,Namur,5000,259380,APARTMENT,APARTMENT,1.0,78.0,USA_INSTALLED,0,0,16.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1162,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208451,11208451,Namur,Belgium,2023.0,4.0,Namur,5000,260000,APARTMENT,APARTMENT,1.0,71.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
