,locality,construction_year,Number_of_frontages,province,zip_code,price,property_type,subproperty_type,bedroom_count,total_area_m2,equipped_kitchen,furnished,open_fire,terrace_sqm,terrace,garden_sqm,garden,floodZoneType,surface_land,swimming_pool,state_building,epc,primaryEnergyConsumptionPerSqm,heating_Type,Double_Glazing,cadastral_income,latitude,longitude,region,price_square
375,Turnhout,1963.0,3.0,Antwerp,2490,249000,0.0,HOUSE,3.0,150.0,INSTALLED,0,0,0.0,0,0,0,0,364.0,0,4.0,5.0,254.0,GAS,1,0,51.1614678,5.1573304,Flanders,1660.0
376,Bastogne,,,Luxembourg,6600,390000,1.0,PENTHOUSE,3.0,125.0,,0,0,19.0,1,0,0,1,,0,5.0,7.0,67.0,,0,0,,,Wallonia,3120.0
377,Nivelles,1900.0,3.0,Walloon Brabant,1300,270000,0.0,HOUSE,2.0,136.0,NOT_INSTALLED,0,0,40.0,1,942,1,0,942.0,0,2.0,1.0,571.0,GAS,1,639,50.7092489,4.5929259,Wallonia,1985.2941176470588
378,Liège,,,Liège,4000,421264,1.0,APARTMENT,3.0,134.0,INSTALLED,0,0,76.0,1,27,1,0,,0,,,,GAS,0,0,,,Wallonia,3143.7611940298507
379,Hasselt,1976.0,2.0,Limburg,3500,99000,1.0,FLAT_STUDIO,0.0,25.0,,0,0,0.0,0,0,0,0,,0,,2.0,1169.0,ELECTRIC,1,317,50.9284488,5.3465261,Flanders,3960.0
380,Antwerp,,,Antwerp,2000,430000,1.0,APARTMENT,1.0,68.0,,0,0,,1,0,0,0,,0,,7.0,,,1,0,51.2184821,4.4162104,Flanders,6323.529411764706
381,Turnhout,1997.0,4.0,Antwerp,2450,875000,0.0,APARTMENT_BLOCK,4.0,,USA_SEMI_EQUIPPED,0,0,0.0,0,0,0,1,1335.0,0,4.0,4.0,333.0,GAS,1,0,51.1208763,5.0535255,Flanders,
382,Bastogne,2024.0,2.0,Luxembourg,6600,80000,0.0,HOUSE,0.0,210.0,,0,0,0.0,0,0,0,1,166.0,0,4.0,,,,0,1,50.0084162,5.722416,Wallonia,380.95238095238096
383,Brugge,,2.0,West Flanders,8000,445000,0.0,HOUSE,4.0,139.0,SEMI_EQUIPPED,0,0,,1,0,0,1,110.0,0,4.0,3.0,433.0,GAS,1,498,51.2008108,3.226642,Flanders,3201.438848920863
384,Nivelles,1985.0,3.0,Walloon Brabant,1300,345000,0.0,TOWN_HOUSE,2.0,130.0,HYPER_EQUIPPED,0,0,6.0,1,265,1,0,330.0,0,3.0,4.0,300.0,GAS,1,1631,50.7092489,4.5929259,Wallonia,2653.846153846154
385,Hasselt,1998.0,2.0,Limburg,3500,187000,1.0,APARTMENT,1.0,57.0,,0,0,0.0,0,0,0,1,,0,,6.0,168.0,GAS,1,706,50.9054879,5.3574204,Flanders,3280.7017543859647
386,Antwerp,,,Antwerp,2000,430000,1.0,APARTMENT,1.0,69.0,,0,0,,1,0,0,0,,0,,7.0,,,1,0,51.2184821,4.4162104,Flanders,6231.884057971014
387,Turnhout,1989.0,2.0,Antwerp,2400,199000,1.0,APARTMENT,4.0,111.0,SEMI_EQUIPPED,0,0,24.0,1,0,0,0,,0,3.0,5.0,239.0,ELECTRIC,1,557,51.1878256,5.111362,Flanders,1792.7927927927929
388,Bastogne,2005.0,4.0,Luxembourg,6600,650000,0.0,HOUSE,4.0,295.0,,0,0,0.0,0,0,0,0,1177.0,0,,5.0,179.0,FUELOIL,1,925,50.0325035,5.8175032,Wallonia,2203.3898305084745
389,Brugge,1874.0,3.0,West Flanders,8000,649000,0.0,MIXED_USE_BUILDING,8.0,420.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,231.0,0,4.0,3.0,434.0,GAS,1,1742,51.2039625,3.2320398,Flanders,1545.2380952380952
390,Hasselt,1962.0,2.0,Limburg,3500,199000,1.0,APARTMENT,2.0,99.0,,0,0,,1,0,0,0,,0,,6.0,134.0,GAS,1,810,50.9293429,5.344891,Flanders,2010.1010101010102
391,Antwerp,,,Antwerp,2000,1160000,1.0,APARTMENT,2.0,164.0,,0,0,,1,0,0,0,,0,,7.0,,,1,0,51.2184821,4.4162104,Flanders,7073.170731707317
392,Turnhout,1975.0,4.0,Antwerp,2430,359000,0.0,HOUSE,3.0,173.0,SEMI_EQUIPPED,0,0,,1,0,0,0,891.0,0,2.0,2.0,666.0,FUELOIL,1,0,51.1094074,5.0052821,Flanders,2075.1445086705203
393,Bastogne,,4.0,Luxembourg,6600,325000,0.0,HOUSE,3.0,,,0,0,,1,0,0,1,570.0,0,,4.0,,FUELOIL,1,1078,49.9936145,5.7100553,Wallonia,
394,Nivelles,,2.0,Walloon Brabant,1300,249000,0.0,HOUSE,3.0,150.0,,0,0,0.0,0,0,0,0,180.0,0,2.0,3.0,408.0,FUELOIL,1,751,50.7246882,4.618847,Wallonia,1660.0
395,Hasselt,1976.0,2.0,Limburg,3500,227000,1.0,APARTMENT,2.0,80.0,,0,0,,1,0,0,0,,0,,5.0,202.0,GAS,1,798,50.9221965,5.3440097,Flanders,2837.5
396,Antwerp,,,Antwerp,2000,1160000,1.0,APARTMENT,2.0,164.0,,0,0,,1,0,0,0,,0,,7.0,,,1,0,51.2184821,4.4162104,Flanders,7073.170731707317
397,Liège,2022.0,,Liège,4000,199000,1.0,LOFT,1.0,64.0,,0,0,0.0,0,0,0,1,,0,5.0,7.0,64.0,,0,0,50.641615,5.5899945,Wallonia,3109.375
398,Bastogne,,3.0,Luxembourg,6600,360000,0.0,APARTMENT_BLOCK,6.0,482.0,,0,0,0.0,0,0,0,0,13.0,0,,3.0,396.0,FUELOIL,0,1,50.043225,5.8055511,Wallonia,746.8879668049792
399,Antwerp,,,Antwerp,2000,1290000,1.0,APARTMENT,2.0,163.0,,0,0,,1,0,0,0,,0,,7.0,,,1,0,51.2184821,4.4162104,Flanders,7914.110429447853
400,Liège,2022.0,,Liège,4000,199000,1.0,LOFT,1.0,64.0,,0,0,0.0,0,0,0,1,,0,5.0,7.0,66.0,,0,0,50.641615,5.5899945,Wallonia,3109.375
401,Nivelles,1950.0,2.0,Walloon Brabant,1300,160000,1.0,APARTMENT,1.0,69.0,SEMI_EQUIPPED,0,0,0.0,0,0,0,0,,0,2.0,4.0,287.0,,0,0,50.7138241,4.6119057,Wallonia,2318.840579710145
402,Bastogne,1960.0,4.0,Luxembourg,6600,60000,0.0,HOUSE,3.0,143.0,,0,0,0.0,0,0,0,1,3578.0,0,2.0,1.0,649.0,,0,648,50.0112947,5.789211,Wallonia,419.5804195804196
403,Antwerp,,,Antwerp,2000,1445000,1.0,APARTMENT,2.0,164.0,,0,0,,1,0,0,0,,0,,7.0,,,1,0,51.2184821,4.4162104,Flanders,8810.975609756097
404,Liège,2022.0,,Liège,4000,250000,1.0,LOFT,2.0,102.0,,0,0,0.0,0,0,0,1,,0,5.0,7.0,78.0,,0,0,50.641615,5.5899945,Wallonia,2450.9803921568628
405,Bastogne,2010.0,3.0,Luxembourg,6600,330000,0.0,HOUSE,3.0,,INSTALLED,0,0,70.0,1,0,0,0,727.0,0,,6.0,142.0,FUELOIL,1,0,,,Wallonia,
406,Antwerp,,,Antwerp,2000,1525000,1.0,APARTMENT,2.0,213.0,,0,0,,1,0,0,0,,0,,7.0,,,1,0,51.2184821,4.4162104,Flanders,7159.62441314554
407,Nivelles,1950.0,2.0,Walloon Brabant,1300,175000,1.0,APARTMENT,1.0,70.0,SEMI_EQUIPPED,0,0,10.0,1,0,0,0,,0,2.0,4.0,321.0,,0,0,50.7138241,4.6119057,Wallonia,2500.0
408,Liège,2022.0,,Liège,4000,265000,1.0,LOFT,2.0,101.0,,0,0,0.0,0,0,0,1,,0,5.0,7.0,57.0,,0,0,50.641615,5.5899945,Wallonia,2623.762376237624
409,Bastogne,,3.0,Luxembourg,6600,250000,0.0,HOUSE,2.0,,,0,0,,1,0,0,1,0.0,0,3.0,4.0,301.0,FUELOIL,1,743,50.0006279,5.7271918,Wallonia,
410,Antwerp,,,Antwerp,2000,1560000,1.0,APARTMENT,3.0,235.0,,0,0,,1,0,0,0,,0,,7.0,,,1,0,51.2184821,4.4162104,Flanders,6638.297872340426
411,Nivelles,1994.0,2.0,Walloon Brabant,1300,220000,1.0,GROUND_FLOOR,1.0,65.0,SEMI_EQUIPPED,0,0,30.0,1,95,1,0,,0,5.0,5.0,244.0,ELECTRIC,1,1814,50.7088974,4.5946272,Wallonia,3384.6153846153848
412,Liège,2022.0,,Liège,4000,270000,1.0,LOFT,2.0,99.0,,0,0,6.0,1,0,0,1,,0,5.0,7.0,63.0,,0,0,50.641615,5.5899945,Wallonia,2727.2727272727275
413,Bastogne,,2.0,Luxembourg,6600,620000,0.0,MIXED_USE_BUILDING,5.0,,,0,0,,1,0,0,1,0.0,0,2.0,5.0,232.0,GAS,0,4216,50.0044059,5.7201959,Wallonia,
414,Antwerp,,,Antwerp,2000,1580000,1.0,APARTMENT,2.0,204.0,,0,0,,1,0,0,0,,0,,7.0,,,1,0,51.2184821,4.4162104,Flanders,7745.098039215686
415,Liège,2022.0,,Liège,4000,275000,1.0,LOFT,2.0,95.0,,0,0,8.0,1,0,0,1,,0,5.0,6.0,98.0,,0,0,50.641615,5.5899945,Wallonia,2894.7368421052633
416,Bastogne,,,Luxembourg,6600,20000,1.0,FLAT_STUDIO,0.0,,,0,0,0.0,0,0,0,1,,0,,3.0,422.0,ELECTRIC,0,223,50.0020048,5.7157958,Wallonia,
417,Nivelles,1966.0,2.0,Walloon Brabant,1300,229000,1.0,GROUND_FLOOR,2.0,92.0,NOT_INSTALLED,0,0,2.0,1,0,0,0,,0,2.0,4.0,306.0,GAS,1,1155,50.712943,4.6059198,Wallonia,2489.1304347826085
418,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,262000,1.0,APARTMENT,1.0,76.0,,0,0,11.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,3447.3684210526317
419,Bastogne,2019.0,2.0,Luxembourg,6600,310000,1.0,APARTMENT,3.0,121.0,INSTALLED,0,0,0.0,0,0,0,0,,0,,6.0,100.0,GAS,1,1027,50.001103,5.7096182,Wallonia,2561.9834710743803
420,Liège,2022.0,,Liège,4000,275000,1.0,LOFT,2.0,99.0,,0,0,6.0,1,0,0,1,,0,5.0,7.0,63.0,,0,0,50.641615,5.5899945,Wallonia,2777.777777777778
421,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,265000,1.0,APARTMENT,1.0,82.0,,0,0,10.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,3231.7073170731705
422,Nivelles,1975.0,4.0,Walloon Brabant,1300,425000,0.0,TOWN_HOUSE,4.0,150.0,INSTALLED,0,0,50.0,1,0,0,0,340.0,0,,4.0,277.0,FUELOIL,1,2320,50.7103513,4.5943535,Wallonia,2833.3333333333335
423,Bastogne,2008.0,3.0,Luxembourg,6600,300000,0.0,HOUSE,3.0,,INSTALLED,0,0,0.0,0,0,0,0,321.0,0,6.0,6.0,154.0,FUELOIL,1,745,50.0741428,5.7565837,Wallonia,
424,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,266000,1.0,APARTMENT,1.0,76.0,,0,0,11.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,3500.0
425,Liège,2022.0,,Liège,4000,275000,1.0,LOFT,2.0,102.0,,0,0,6.0,1,0,0,1,,0,5.0,7.0,63.0,,0,0,50.641615,5.5899945,Wallonia,2696.078431372549
426,Nivelles,1950.0,2.0,Walloon Brabant,1300,345000,1.0,APARTMENT,3.0,155.0,NOT_INSTALLED,0,0,44.0,1,0,0,0,,0,2.0,6.0,164.0,,0,0,50.7138241,4.6119057,Wallonia,2225.8064516129034
427,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,269000,1.0,APARTMENT,1.0,82.0,,0,0,11.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,3280.487804878049
428,Antwerp,,,Antwerp,2000,439900,1.0,APARTMENT,1.0,50.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,8798.0
429,Bastogne,2008.0,3.0,Luxembourg,6600,300000,0.0,HOUSE,3.0,,SEMI_EQUIPPED,0,0,0.0,0,0,0,0,496.0,0,4.0,5.0,247.0,FUELOIL,1,985,49.9923556,5.7202563,Wallonia,
430,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,270000,1.0,APARTMENT,1.0,76.0,,0,0,11.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,3552.6315789473683
431,Antwerp,,,Antwerp,2000,459550,1.0,APARTMENT,1.0,50.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,9191.0
432,Nivelles,2003.0,,Walloon Brabant,1300,295000,1.0,APARTMENT,2.0,88.0,HYPER_EQUIPPED,0,0,20.0,1,0,0,1,,0,4.0,6.0,106.0,GAS,1,1210,,,Wallonia,3352.2727272727275
433,Liège,2022.0,,Liège,4000,275000,1.0,LOFT,1.0,78.0,,0,0,38.0,1,0,0,1,,0,5.0,6.0,99.0,,0,0,50.641615,5.5899945,Wallonia,3525.641025641026
434,Bastogne,1964.0,,Luxembourg,6600,395000,0.0,HOUSE,5.0,,SEMI_EQUIPPED,0,0,0.0,0,0,0,0,316.0,0,4.0,4.0,314.0,FUELOIL,1,1479,50.0043657,5.7237417,Wallonia,
435,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,273000,1.0,APARTMENT,1.0,82.0,,0,0,11.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,3329.268292682927
436,Antwerp,2022.0,,Antwerp,2000,585000,1.0,APARTMENT,2.0,95.0,USA_HYPER_EQUIPPED,0,0,11.0,1,0,0,0,,0,5.0,,,,1,0,,,Flanders,6157.894736842105
437,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,275000,1.0,APARTMENT,2.0,84.0,,0,0,13.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,3273.809523809524
438,Liège,2022.0,,Liège,4000,280000,1.0,LOFT,2.0,99.0,,0,0,6.0,1,0,0,1,,0,5.0,7.0,63.0,,0,0,50.641615,5.5899945,Wallonia,2828.282828282828
439,Antwerp,,,Antwerp,2000,605000,1.0,APARTMENT,2.0,95.0,,0,0,11.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,6368.421052631579
440,Nivelles,1900.0,4.0,Walloon Brabant,1300,1500000,0.0,MIXED_USE_BUILDING,0.0,870.0,INSTALLED,0,0,,1,0,0,0,1100.0,0,5.0,6.0,150.0,,1,0,50.6940835,4.5516842,Wallonia,1724.1379310344828
441,Bastogne,1964.0,,Luxembourg,6600,395000,0.0,APARTMENT_BLOCK,5.0,,SEMI_EQUIPPED,0,0,0.0,0,0,0,0,316.0,0,4.0,4.0,314.0,FUELOIL,1,1479,50.0043657,5.7237417,Wallonia,
442,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,283000,1.0,APARTMENT,2.0,84.0,,0,0,14.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,3369.0476190476193
443,Antwerp,,,Antwerp,2000,625000,1.0,APARTMENT,2.0,109.0,,0,0,11.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,5733.94495412844
444,Antwerp,,,Antwerp,2000,625000,1.0,APARTMENT,2.0,95.0,,0,0,11.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,6578.9473684210525
445,Nivelles,1900.0,4.0,Walloon Brabant,1300,1700000,0.0,MIXED_USE_BUILDING,0.0,870.0,INSTALLED,0,0,0.0,0,0,0,0,25020.0,0,5.0,6.0,150.0,,1,0,50.6940835,4.5516842,Wallonia,1954.0229885057472
446,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,290000,1.0,GROUND_FLOOR,2.0,100.0,,0,0,22.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,2900.0
447,Liège,2022.0,,Liège,4000,285000,1.0,LOFT,2.0,98.0,,0,0,6.0,1,0,0,1,,0,5.0,7.0,71.0,,0,0,50.641615,5.5899945,Wallonia,2908.1632653061224
448,Antwerp,,,Antwerp,2000,669500,1.0,APARTMENT,2.0,95.0,,0,0,11.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,7047.368421052632
449,Gent,2023.0,,East Flanders,9000,315000,1.0,APARTMENT,2.0,81.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,4.0,7.0,20.0,,1,0,51.0274241,3.696983,Flanders,3888.8888888888887
450,Namur,,,Namur,5000,182489,1.0,FLAT_STUDIO,0.0,49.0,,0,0,3.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3724.265306122449
451,Brussels,2023.0,4.0,Brussels,1000,410000,1.0,APARTMENT,1.0,68.0,USA_HYPER_EQUIPPED,0,0,5.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,6029.411764705882
452,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,290000,1.0,APARTMENT,2.0,99.0,,0,0,10.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,2929.2929292929293
453,Nivelles,1970.0,4.0,Walloon Brabant,1300,399000,0.0,VILLA,3.0,185.0,INSTALLED,0,0,,1,641,1,1,641.0,1,,3.0,391.0,FUELOIL,1,1500,50.7403757,4.6700297,Wallonia,2156.7567567567567
454,Liège,2022.0,,Liège,4000,285000,1.0,LOFT,2.0,101.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,58.0,,0,0,50.641615,5.5899945,Wallonia,2821.7821782178216
455,Namur,,,Namur,5000,200526,1.0,APARTMENT,1.0,52.0,,0,0,6.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3856.269230769231
456,Gent,2024.0,,East Flanders,9000,325000,1.0,APARTMENT,2.0,61.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,4.0,7.0,20.0,,1,0,51.0274241,3.696983,Flanders,5327.868852459016
457,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,291000,1.0,GROUND_FLOOR,2.0,99.0,,0,0,17.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,2939.3939393939395
458,Bastogne,2024.0,4.0,Luxembourg,6600,199900,1.0,APARTMENT,1.0,60.0,,0,0,6.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3331.6666666666665
459,Brussels,2023.0,4.0,Brussels,1000,420000,1.0,APARTMENT,1.0,69.0,USA_HYPER_EQUIPPED,0,0,24.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,6086.95652173913
460,Namur,,,Namur,5000,202408,1.0,FLAT_STUDIO,0.0,48.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,4216.833333333333
461,Gent,2024.0,,East Flanders,9000,345000,1.0,APARTMENT,2.0,88.0,HYPER_EQUIPPED,0,0,13.0,1,0,0,0,,0,4.0,7.0,20.0,,1,0,51.0274241,3.696983,Flanders,3920.4545454545455
462,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,294000,1.0,GROUND_FLOOR,2.0,100.0,,0,0,17.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,2940.0
463,Liège,2022.0,,Liège,4000,285000,1.0,LOFT,2.0,102.0,,0,0,6.0,1,0,0,1,,0,5.0,7.0,62.0,,0,0,50.641615,5.5899945,Wallonia,2794.1176470588234
464,Bastogne,2024.0,4.0,Luxembourg,6600,219900,1.0,APARTMENT,1.0,67.0,,0,0,9.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3282.089552238806
465,Namur,,,Namur,5000,202408,1.0,APARTMENT,1.0,48.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,4216.833333333333
466,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,295000,1.0,GROUND_FLOOR,2.0,98.0,,0,0,21.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,3010.204081632653
467,Gent,2024.0,,East Flanders,9000,350000,1.0,APARTMENT,2.0,91.0,HYPER_EQUIPPED,0,0,14.0,1,0,0,0,,0,4.0,7.0,20.0,,1,0,51.0274241,3.696983,Flanders,3846.153846153846
468,Namur,,,Namur,5000,202453,1.0,FLAT_STUDIO,0.0,48.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,4217.770833333333
469,Liège,2022.0,,Liège,4000,290000,1.0,LOFT,2.0,95.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,71.0,,0,0,50.641615,5.5899945,Wallonia,3052.6315789473683
470,Antwerp,2021.0,,Antwerp,2000,485000,1.0,APARTMENT,2.0,89.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,0,,0,5.0,,,GAS,1,0,,,Flanders,5449.438202247191
471,Bastogne,2024.0,4.0,Luxembourg,6600,219900,1.0,APARTMENT,1.0,67.0,,0,0,9.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3282.089552238806
472,Gent,2023.0,,East Flanders,9000,365000,1.0,APARTMENT,3.0,101.0,HYPER_EQUIPPED,0,0,13.0,1,0,0,0,,0,4.0,7.0,25.0,,1,0,51.0274241,3.696983,Flanders,3613.861386138614
473,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,295000,1.0,APARTMENT,2.0,99.0,,0,0,10.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,2979.7979797979797
474,Brussels,2023.0,4.0,Brussels,1000,265000,1.0,FLAT_STUDIO,0.0,54.0,USA_HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,4907.407407407408
475,Namur,,,Namur,5000,202545,1.0,FLAT_STUDIO,0.0,49.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,4133.571428571428
476,Antwerp,2014.0,,Antwerp,2000,495000,1.0,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,9.0,1,0,0,0,,0,4.0,6.0,187.0,GAS,1,686,51.2116752,4.397355,Flanders,4626.1682242990655
477,Bastogne,2024.0,4.0,Luxembourg,6600,289900,1.0,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3151.086956521739
478,Brussels,2023.0,4.0,Brussels,1000,290000,1.0,FLAT_STUDIO,0.0,54.0,USA_HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,5370.37037037037
479,Gent,2023.0,,East Flanders,9000,390000,1.0,APARTMENT,3.0,96.0,HYPER_EQUIPPED,0,0,26.0,1,0,0,0,,0,4.0,7.0,25.0,,1,0,51.0274241,3.696983,Flanders,4062.5
480,Namur,,,Namur,5000,205227,1.0,APARTMENT,1.0,52.0,,0,0,6.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3946.673076923077
481,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,295000,1.0,APARTMENT,2.0,99.0,,0,0,15.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,2979.7979797979797
482,Antwerp,2016.0,2.0,Antwerp,2000,520000,1.0,APARTMENT,2.0,103.0,USA_HYPER_EQUIPPED,0,0,13.0,1,0,0,0,,0,4.0,7.0,70.0,GAS,1,1165,51.2267164,4.4058864,Flanders,5048.543689320389
483,Liège,2022.0,,Liège,4000,290000,1.0,LOFT,2.0,99.0,,0,0,6.0,1,0,0,1,,0,5.0,7.0,63.0,,0,0,50.641615,5.5899945,Wallonia,2929.2929292929293
484,Namur,,,Namur,5000,233334,1.0,APARTMENT,1.0,61.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3825.1475409836066
485,Brussels,2023.0,4.0,Brussels,1000,330000,1.0,FLAT_STUDIO,0.0,54.0,USA_HYPER_EQUIPPED,0,0,17.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,6111.111111111111
486,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,299000,1.0,APARTMENT,2.0,99.0,,0,0,15.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,3020.2020202020203
487,Namur,,,Namur,5000,236195,1.0,APARTMENT,1.0,64.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3690.546875
488,Bastogne,2024.0,4.0,Luxembourg,6600,294900,1.0,APARTMENT,2.0,94.0,,0,0,7.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3137.2340425531916
489,Brussels,2023.0,4.0,Brussels,1000,340000,1.0,FLAT_STUDIO,0.0,54.0,USA_HYPER_EQUIPPED,0,0,4.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,6296.2962962962965
490,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,301000,1.0,APARTMENT,2.0,102.0,,0,0,14.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,2950.9803921568628
491,Liège,2022.0,,Liège,4000,295000,1.0,LOFT,2.0,101.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,57.0,,0,0,50.641615,5.5899945,Wallonia,2920.792079207921
492,Namur,,,Namur,5000,236195,1.0,APARTMENT,1.0,64.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3690.546875
493,Bastogne,2024.0,4.0,Luxembourg,6600,294900,1.0,APARTMENT,2.0,98.0,,0,0,8.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3009.183673469388
494,Brussels,2023.0,4.0,Brussels,1000,385000,1.0,FLAT_STUDIO,0.0,61.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,6311.475409836065
495,Gent,2023.0,,East Flanders,9000,255000,1.0,APARTMENT,1.0,60.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,4.0,7.0,20.0,,1,0,51.0274241,3.696983,Flanders,4250.0
496,Namur,,,Namur,5000,236195,1.0,APARTMENT,1.0,64.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3690.546875
497,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,304000,1.0,APARTMENT,2.0,102.0,,0,0,14.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,2980.392156862745
498,Liège,2022.0,,Liège,4000,299000,1.0,LOFT,2.0,95.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,71.0,,0,0,50.641615,5.5899945,Wallonia,3147.3684210526317
499,Namur,,,Namur,5000,236195,1.0,APARTMENT,1.0,63.0,,0,0,0.0,0,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3749.126984126984
500,Bastogne,2024.0,4.0,Luxembourg,6600,294900,1.0,APARTMENT,2.0,98.0,,0,0,8.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3009.183673469388
501,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,305000,1.0,APARTMENT,2.0,99.0,,0,0,15.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,3080.808080808081
502,Antwerp,2021.0,2.0,Antwerp,2000,598000,0.0,HOUSE,2.0,123.0,HYPER_EQUIPPED,0,0,61.0,1,0,0,0,0.0,0,5.0,,,,1,0,,,Flanders,4861.788617886179
503,Gent,2023.0,,East Flanders,9000,260000,1.0,APARTMENT,1.0,60.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,4.0,7.0,20.0,,1,0,51.0274241,3.696983,Flanders,4333.333333333333
